# source=Ensembl BioMart hsapiens_gene_ensembl (with_mmusculus_homolog)
# orthology_type=ortholog_one2one; unique human/mouse symbols
# download_date=2026-08-09
# ensembl_host=www.ensembl.org (current at download)
human_symbol	human_ensembl	mouse_symbol	mouse_ensembl	orthology_type
DNAJB7	ENSG00000172404	Dnajb7	ENSMUSG00000047108	ortholog_one2one
RIOK3	ENSG00000101782	Riok3	ENSMUSG00000024404	ortholog_one2one
GUCY2F	ENSG00000101890	Gucy2f	ENSMUSG00000042282	ortholog_one2one
F10	ENSG00000126218	F10	ENSMUSG00000031444	ortholog_one2one
KCNE5	ENSG00000176076	Kcne5	ENSMUSG00000090122	ortholog_one2one
GPR119	ENSG00000147262	Gpr119	ENSMUSG00000051209	ortholog_one2one
OR13H1	ENSG00000171054	Or13ae2	ENSMUSG00000051706	ortholog_one2one
TEX26	ENSG00000175664	Tex26	ENSMUSG00000029660	ortholog_one2one
CCT8L2	ENSG00000198445	Cct8l1	ENSMUSG00000038044	ortholog_one2one
ACTRT1	ENSG00000123165	Actrt1	ENSMUSG00000046615	ortholog_one2one
IPO5	ENSG00000065150	Ipo5	ENSMUSG00000030662	ortholog_one2one
MPC1L	ENSG00000238205	Gm4984	ENSMUSG00000079871	ortholog_one2one
RNA5SP524	ENSG00000201285	Gm55188	ENSMUSG00002076424	ortholog_one2one
MIR450B	ENSG00000216001	Mir450b	ENSMUSG00000076050	ortholog_one2one
MIR450A1	ENSG00000199132	Mir450-1	ENSMUSG00000065486	ortholog_one2one
MIR450A2	ENSG00000207755	Mir450-2	ENSMUSG00000076399	ortholog_one2one
MIR542	ENSG00000207784	Mir542	ENSMUSG00000076140	ortholog_one2one
MIR424	ENSG00000284231	Mir322	ENSMUSG00000065418	ortholog_one2one
CNGA2	ENSG00000183862	Cnga2	ENSMUSG00000005864	ortholog_one2one
HAPSTR2	ENSG00000230707	Gm715	ENSMUSG00000082226	ortholog_one2one
PMAIP1	ENSG00000141682	Pmaip1	ENSMUSG00000024521	ortholog_one2one
RS1	ENSG00000102104	Rs1	ENSMUSG00000031293	ortholog_one2one
ZNF24	ENSG00000172466	Zfp24	ENSMUSG00000051469	ortholog_one2one
RNU6-29P	ENSG00000207367	Gm25023	ENSMUSG00000119893	ortholog_one2one
RNU6-30P	ENSG00000207291	Gm25211	ENSMUSG00000119825	ortholog_one2one
SMIM9	ENSG00000203870	Smim9	ENSMUSG00000073094	ortholog_one2one
KIAA1210	ENSG00000250423	Gm14569	ENSMUSG00000091556	ortholog_one2one
RNU6-98P	ENSG00000206900	Gm22654	ENSMUSG00000088499	ortholog_one2one
LPIN2	ENSG00000101577	Lpin2	ENSMUSG00000024052	ortholog_one2one
DGAT2L6	ENSG00000184210	Dgat2l6	ENSMUSG00000067597	ortholog_one2one
POSTN	ENSG00000133110	Postn	ENSMUSG00000027750	ortholog_one2one
AWAT1	ENSG00000204195	Awat1	ENSMUSG00000015665	ortholog_one2one
P2RY4	ENSG00000186912	P2ry4	ENSMUSG00000044359	ortholog_one2one
TRPC5	ENSG00000072315	Trpc5	ENSMUSG00000041710	ortholog_one2one
RNU1-67P	ENSG00000207175	Gm25818	ENSMUSG00000119449	ortholog_one2one
SNORA35	ENSG00000208839	Snora35	ENSMUSG00000077767	ortholog_one2one
MIR448	ENSG00000199001	Mir448	ENSMUSG00000065450	ortholog_one2one
MBD2	ENSG00000134046	Mbd2	ENSMUSG00000024513	ortholog_one2one
TEX28	ENSG00000278057	Tex28	ENSMUSG00000062564	ortholog_one2one
RNU6-616P	ENSG00000207081	Gm55363	ENSMUSG00002076011	ortholog_one2one
ATP5F1A	ENSG00000152234	Atp5f1a	ENSMUSG00000025428	ortholog_one2one
MIR504	ENSG00000207800	Mir504	ENSMUSG00000070110	ortholog_one2one
GLRA2	ENSG00000101958	Glra2	ENSMUSG00000018589	ortholog_one2one
RTL5	ENSG00000242732	Rtl5	ENSMUSG00000049191	ortholog_one2one
NPC1	ENSG00000141458	Npc1	ENSMUSG00000024413	ortholog_one2one
XPO4	ENSG00000132953	Xpo4	ENSMUSG00000021952	ortholog_one2one
MIR374B	ENSG00000212027	Mir374b	ENSMUSG00000076269	ortholog_one2one
MIR374A	ENSG00000199168	Mir374c	ENSMUSG00000106465	ortholog_one2one
ZCCHC13	ENSG00000187969	Zcchc13	ENSMUSG00000031330	ortholog_one2one
CPAP	ENSG00000151849	Cpap	ENSMUSG00000064128	ortholog_one2one
TKTL1	ENSG00000007350	Tktl1	ENSMUSG00000031397	ortholog_one2one
MIR363	ENSG00000284499	Mir363	ENSMUSG00000070106	ortholog_one2one
MIR19B2	ENSG00000284107	Mir19b-2	ENSMUSG00000065473	ortholog_one2one
CRLF2	ENSG00000205755	Crlf2	ENSMUSG00000033467	ortholog_one2one
RNA5SP525	ENSG00000212595	Gm55961	ENSMUSG00002076783	ortholog_one2one
CBS	ENSG00000160200	Cbs	ENSMUSG00000024039	ortholog_one2one
USP27X	ENSG00000273820	Usp27x	ENSMUSG00000046269	ortholog_one2one
BMP15	ENSG00000130385	Bmp15	ENSMUSG00000023279	ortholog_one2one
RBBP8P1	ENSG00000230399	Gm61610	ENSMUSG00000121950	ortholog_one2one
TXNL4A	ENSG00000141759	Txnl4a	ENSMUSG00000057130	ortholog_one2one
ZMYM5	ENSG00000132950	Zmym5	ENSMUSG00000040123	ortholog_one2one
CDH19	ENSG00000071991	Cdh19	ENSMUSG00000047216	ortholog_one2one
ARGLU1	ENSG00000134884	Arglu1	ENSMUSG00000040459	ortholog_one2one
METTL21C	ENSG00000139780	Mettl21c	ENSMUSG00000047343	ortholog_one2one
GRTP1	ENSG00000139835	Grtp1	ENSMUSG00000038515	ortholog_one2one
DIPK1C	ENSG00000187773	Dipk1c	ENSMUSG00000047992	ortholog_one2one
RAX	ENSG00000134438	Rax	ENSMUSG00000024518	ortholog_one2one
ANKRD12	ENSG00000101745	Ankrd12	ENSMUSG00000034647	ortholog_one2one
MBNL2	ENSG00000139793	Mbnl2	ENSMUSG00000022139	ortholog_one2one
ABCC4	ENSG00000125257	Abcc4	ENSMUSG00000032849	ortholog_one2one
ATP9B	ENSG00000166377	Atp9b	ENSMUSG00000024566	ortholog_one2one
CLN5	ENSG00000102805	Cln5	ENSMUSG00000022125	ortholog_one2one
TBC1D4	ENSG00000136111	Tbc1d4	ENSMUSG00000033083	ortholog_one2one
UBL3	ENSG00000122042	Ubl3	ENSMUSG00000001687	ortholog_one2one
NAXD	ENSG00000213995	Naxd	ENSMUSG00000031505	ortholog_one2one
CEP76	ENSG00000101624	Cep76	ENSMUSG00000073542	ortholog_one2one
DNAJC3	ENSG00000102580	Dnajc3	ENSMUSG00000022136	ortholog_one2one
CNDP1	ENSG00000150656	Cndp1	ENSMUSG00000056162	ortholog_one2one
THSD1	ENSG00000136114	Thsd1	ENSMUSG00000031480	ortholog_one2one
COL18A1	ENSG00000182871	Col18a1	ENSMUSG00000001435	ortholog_one2one
KCNRG	ENSG00000198553	Kcnrg	ENSMUSG00000046168	ortholog_one2one
KATNAL2	ENSG00000167216	Katnal2	ENSMUSG00000025420	ortholog_one2one
LRRC63	ENSG00000173988	Lrrc63	ENSMUSG00000021997	ortholog_one2one
FNDC3A	ENSG00000102531	Fndc3a	ENSMUSG00000033487	ortholog_one2one
TUBB6	ENSG00000176014	Tubb6	ENSMUSG00000001473	ortholog_one2one
SERP2	ENSG00000151778	Serp2	ENSMUSG00000052584	ortholog_one2one
GPR183	ENSG00000169508	Gpr183	ENSMUSG00000051212	ortholog_one2one
BRCA2	ENSG00000139618	Brca2	ENSMUSG00000041147	ortholog_one2one
FBXL3	ENSG00000005812	Fbxl3	ENSMUSG00000022124	ortholog_one2one
PCID2	ENSG00000126226	Pcid2	ENSMUSG00000038542	ortholog_one2one
SERPINB2	ENSG00000197632	Serpinb2	ENSMUSG00000062345	ortholog_one2one
USP14	ENSG00000101557	Usp14	ENSMUSG00000047879	ortholog_one2one
RN7SKP252	ENSG00000223142	Gm55779	ENSMUSG00002076503	ortholog_one2one
RIT2	ENSG00000152214	Rit2	ENSMUSG00000057455	ortholog_one2one
ARK2N	ENSG00000152242	Ark2n	ENSMUSG00000047466	ortholog_one2one
HDHD2	ENSG00000167220	Hdhd2	ENSMUSG00000025421	ortholog_one2one
MYCBP2	ENSG00000005810	Mycbp2	ENSMUSG00000033004	ortholog_one2one
LIPG	ENSG00000101670	Lipg	ENSMUSG00000053846	ortholog_one2one
EFNB2	ENSG00000125266	Efnb2	ENSMUSG00000001300	ortholog_one2one
ENOX1	ENSG00000120658	Enox1	ENSMUSG00000022012	ortholog_one2one
TRAPPC8	ENSG00000153339	Trappc8	ENSMUSG00000033382	ortholog_one2one
BTG3	ENSG00000154640	Btg3	ENSMUSG00000022863	ortholog_one2one
RN7SKP33	ENSG00000222874	Gm54579	ENSMUSG00002076056	ortholog_one2one
HELZ2	ENSG00000130589	Helz2	ENSMUSG00000027580	ortholog_one2one
BPIFB6	ENSG00000167104	Bpifb6	ENSMUSG00000068009	ortholog_one2one
HLCS	ENSG00000159267	Hlcs	ENSMUSG00000040820	ortholog_one2one
GFRA4	ENSG00000125861	Gfra4	ENSMUSG00000027316	ortholog_one2one
ADPRHL1	ENSG00000153531	Adprhl1	ENSMUSG00000031448	ortholog_one2one
LIPI	ENSG00000188992	Lipi	ENSMUSG00000032948	ortholog_one2one
HTR2A	ENSG00000102468	Htr2a	ENSMUSG00000034997	ortholog_one2one
SUMO3	ENSG00000184900	Sumo3	ENSMUSG00000020265	ortholog_one2one
CDX2	ENSG00000165556	Cdx2	ENSMUSG00000029646	ortholog_one2one
DCLK1	ENSG00000133083	Dclk1	ENSMUSG00000027797	ortholog_one2one
RIPPLY3	ENSG00000183145	Ripply3	ENSMUSG00000022941	ortholog_one2one
PRDM15	ENSG00000141956	Prdm15	ENSMUSG00000014039	ortholog_one2one
SERPINB13	ENSG00000197641	Serpinb13	ENSMUSG00000048775	ortholog_one2one
LMO7	ENSG00000136153	Lmo7	ENSMUSG00000033060	ortholog_one2one
MOCOS	ENSG00000075643	Mocos	ENSMUSG00000039616	ortholog_one2one
KDSR	ENSG00000119537	Kdsr	ENSMUSG00000009905	ortholog_one2one
C20orf204	ENSG00000196421	Gm29797	ENSMUSG00000108976	ortholog_one2one
WFDC9	ENSG00000180205	Wfdc9	ENSMUSG00000074594	ortholog_one2one
SLC19A1	ENSG00000173638	Slc19a1	ENSMUSG00000001436	ortholog_one2one
WFDC11	ENSG00000180083	Wfdc11	ENSMUSG00000078940	ortholog_one2one
APCDD1	ENSG00000154856	Apcdd1	ENSMUSG00000071847	ortholog_one2one
WDR7	ENSG00000091157	Wdr7	ENSMUSG00000040560	ortholog_one2one
SIK1	ENSG00000142178	Sik1	ENSMUSG00000024042	ortholog_one2one
HSF2BP	ENSG00000160207	Hsf2bp	ENSMUSG00000002076	ortholog_one2one
TSPYL5	ENSG00000180543	Tspyl5	ENSMUSG00000038984	ortholog_one2one
SLC39A6	ENSG00000141424	Slc39a6	ENSMUSG00000024270	ortholog_one2one
STARD13	ENSG00000133121	Stard13	ENSMUSG00000016128	ortholog_one2one
KLHDC7B	ENSG00000130487	Klhdc7b	ENSMUSG00000091680	ortholog_one2one
PRMT2	ENSG00000160310	Prmt2	ENSMUSG00000020230	ortholog_one2one
CD93	ENSG00000125810	Cd93	ENSMUSG00000027435	ortholog_one2one
TFAP2C	ENSG00000087510	Tfap2c	ENSMUSG00000028640	ortholog_one2one
ODF1	ENSG00000155087	Odf1	ENSMUSG00000061923	ortholog_one2one
SNAI1	ENSG00000124216	Snai1	ENSMUSG00000042821	ortholog_one2one
DEFB124	ENSG00000180383	Defb25	ENSMUSG00000074678	ortholog_one2one
CST8	ENSG00000125815	Cst8	ENSMUSG00000027442	ortholog_one2one
BHLHE22	ENSG00000180828	Bhlhe22	ENSMUSG00000025128	ortholog_one2one
VWA8	ENSG00000102763	Vwa8	ENSMUSG00000058997	ortholog_one2one
NEDD4L	ENSG00000049759	Nedd4l	ENSMUSG00000024589	ortholog_one2one
TMC2	ENSG00000149488	Tmc2	ENSMUSG00000060332	ortholog_one2one
SNORD110	ENSG00000221116	Snord110	ENSMUSG00000080610	ortholog_one2one
SNORD86	ENSG00000212498	Gm23187	ENSMUSG00000093645	ortholog_one2one
SNORD56	ENSG00000229686	Gm23650	ENSMUSG00000065289	ortholog_one2one
SNORD57	ENSG00000226572	Snord57	ENSMUSG00000065272	ortholog_one2one
SLPI	ENSG00000124107	Slpi	ENSMUSG00000017002	ortholog_one2one
RNU6-533P	ENSG00000206871	Gm23191	ENSMUSG00000119409	ortholog_one2one
ADNP	ENSG00000101126	Adnp	ENSMUSG00000051149	ortholog_one2one
RNU6-13P	ENSG00000206975	Gm25484	ENSMUSG00000119395	ortholog_one2one
RNU1-101P	ENSG00000212473	Gm26146	ENSMUSG00000077666	ortholog_one2one
MIR124-2	ENSG00000207816	Mir124a-2	ENSMUSG00000093073	ortholog_one2one
RNU2-54P	ENSG00000222231	Gm25887	ENSMUSG00000088402	ortholog_one2one
RNVU1-32	ENSG00000207110	Gm25581	ENSMUSG00000065344	ortholog_one2one
CRNKL1	ENSG00000101343	Crnkl1	ENSMUSG00000001767	ortholog_one2one
SNORD54	ENSG00000238650	Gm24016	ENSMUSG00000088351	ortholog_one2one
MOS	ENSG00000172680	Mos	ENSMUSG00000078365	ortholog_one2one
VPS36	ENSG00000136100	Vps36	ENSMUSG00000031479	ortholog_one2one
SNORD87	ENSG00000254341	Snord87	ENSMUSG00000093178	ortholog_one2one
RNU6-1092P	ENSG00000252764	Gm23629	ENSMUSG00000064399	ortholog_one2one
TYW2	ENSG00000183665	Trmt12	ENSMUSG00000037085	ortholog_one2one
TNNC2	ENSG00000101470	Tnnc2	ENSMUSG00000017300	ortholog_one2one
MIR221	ENSG00000207870	Mir221	ENSMUSG00000065422	ortholog_one2one
MIR222	ENSG00000207725	Mir222	ENSMUSG00000065471	ortholog_one2one
CNGB3	ENSG00000170289	Cngb3	ENSMUSG00000056494	ortholog_one2one
UBE2V1	ENSG00000244687	Ube2v1	ENSMUSG00000078923	ortholog_one2one
PACSIN2	ENSG00000100266	Pacsin2	ENSMUSG00000016664	ortholog_one2one
NKX2-6	ENSG00000180053	Nkx2-6	ENSMUSG00000044186	ortholog_one2one
ING1	ENSG00000153487	Ing1	ENSMUSG00000045969	ortholog_one2one
MAFA	ENSG00000182759	Mafa	ENSMUSG00000047591	ortholog_one2one
TIGD5	ENSG00000179886	Tigd5	ENSMUSG00000103906	ortholog_one2one
TGDS	ENSG00000088451	Tgds	ENSMUSG00000022130	ortholog_one2one
KCNU1	ENSG00000215262	Kcnu1	ENSMUSG00000031576	ortholog_one2one
DEFB135	ENSG00000205883	Defb30	ENSMUSG00000075571	ortholog_one2one
IL17D	ENSG00000172458	Il17d	ENSMUSG00000050222	ortholog_one2one
ATP8A2	ENSG00000132932	Atp8a2	ENSMUSG00000021983	ortholog_one2one
SLC35H1	ENSG00000080189	Slc35c2	ENSMUSG00000017664	ortholog_one2one
FABP9	ENSG00000205186	Fabp9	ENSMUSG00000027528	ortholog_one2one
SLC10A5	ENSG00000253598	Slc10a5	ENSMUSG00000058921	ortholog_one2one
RUBCNL	ENSG00000102445	Rubcnl	ENSMUSG00000034959	ortholog_one2one
MIR151A	ENSG00000254324	Mir151	ENSMUSG00000065612	ortholog_one2one
RNU6-665P	ENSG00000207369	Gm23002	ENSMUSG00000119802	ortholog_one2one
UBAC2	ENSG00000134882	Ubac2	ENSMUSG00000041765	ortholog_one2one
RNU6-178P	ENSG00000207361	Gm23725	ENSMUSG00000119092	ortholog_one2one
SNORD61	ENSG00000206979	Snord61	ENSMUSG00000065110	ortholog_one2one
RRS1	ENSG00000179041	Rrs1	ENSMUSG00000061024	ortholog_one2one
SPRY2	ENSG00000136158	Spry2	ENSMUSG00000022114	ortholog_one2one
TM9SF2	ENSG00000125304	Tm9sf2	ENSMUSG00000025544	ortholog_one2one
NAP1L2	ENSG00000186462	Nap1l2	ENSMUSG00000082229	ortholog_one2one
C15orf62	ENSG00000188277	Gm14137	ENSMUSG00000055926	ortholog_one2one
MROH5	ENSG00000226807	Mroh5	ENSMUSG00000072487	ortholog_one2one
LDHAL6B	ENSG00000171989	Ldhal6b	ENSMUSG00000101959	ortholog_one2one
MIR486-1	ENSG00000274705	Mir486	ENSMUSG00000070084	ortholog_one2one
HCN4	ENSG00000138622	Hcn4	ENSMUSG00000032338	ortholog_one2one
KL	ENSG00000133116	Kl	ENSMUSG00000058488	ortholog_one2one
DACH1	ENSG00000276644	Dach1	ENSMUSG00000055639	ortholog_one2one
SLC25A32	ENSG00000164933	Slc25a32	ENSMUSG00000022299	ortholog_one2one
RNF6	ENSG00000127870	Rnf6	ENSMUSG00000029634	ortholog_one2one
ARMCX4	ENSG00000196440	Armcx4	ENSMUSG00000049804	ortholog_one2one
XKR4	ENSG00000206579	Xkr4	ENSMUSG00000051951	ortholog_one2one
GABRQ	ENSG00000268089	Gabrq	ENSMUSG00000031344	ortholog_one2one
HMOX1	ENSG00000100292	Hmox1	ENSMUSG00000005413	ortholog_one2one
MIR30B	ENSG00000207582	Mir30b	ENSMUSG00000065476	ortholog_one2one
MIR30D	ENSG00000199153	Mir30d	ENSMUSG00000065437	ortholog_one2one
FMR1NB	ENSG00000176988	Fmr1nb	ENSMUSG00000062170	ortholog_one2one
RNU6-842P	ENSG00000206996	Gm26111	ENSMUSG00000065903	ortholog_one2one
C8orf48	ENSG00000164743	AI429214	ENSMUSG00000074384	ortholog_one2one
SNU13	ENSG00000100138	Snu13	ENSMUSG00000063480	ortholog_one2one
CXorf65	ENSG00000204165	Gm614	ENSMUSG00000090141	ortholog_one2one
IGF1R	ENSG00000140443	Igf1r	ENSMUSG00000005533	ortholog_one2one
ARL13A	ENSG00000174225	Arl13a	ENSMUSG00000052549	ortholog_one2one
RFC3	ENSG00000133119	Rfc3	ENSMUSG00000033970	ortholog_one2one
ARC	ENSG00000198576	Arc	ENSMUSG00000022602	ortholog_one2one
HDHD5	ENSG00000069998	Hdhd5	ENSMUSG00000058979	ortholog_one2one
VBP1	ENSG00000155959	Vbp1	ENSMUSG00000031197	ortholog_one2one
TCIM	ENSG00000176907	Tcim	ENSMUSG00000056313	ortholog_one2one
RNU6-401P	ENSG00000212374	Gm24676	ENSMUSG00000119609	ortholog_one2one
RNU6-1339P	ENSG00000200444	Gm26122	ENSMUSG00000065296	ortholog_one2one
DEFB136	ENSG00000205884	Defb42	ENSMUSG00000054763	ortholog_one2one
BCAP31	ENSG00000185825	Bcap31	ENSMUSG00000002015	ortholog_one2one
GPC5	ENSG00000179399	Gpc5	ENSMUSG00000022112	ortholog_one2one
ELL3	ENSG00000128886	Ell3	ENSMUSG00000027246	ortholog_one2one
EPSTI1	ENSG00000133106	Epsti1	ENSMUSG00000022014	ortholog_one2one
MIR1282	ENSG00000221792	Gm22953	ENSMUSG00000080374	ortholog_one2one
CLYBL	ENSG00000125246	Clybl	ENSMUSG00000025545	ortholog_one2one
ARFGAP3	ENSG00000242247	Arfgap3	ENSMUSG00000054277	ortholog_one2one
FASTKD5	ENSG00000215251	Fastkd5	ENSMUSG00000079043	ortholog_one2one
PCDH9	ENSG00000184226	Pcdh9	ENSMUSG00000055421	ortholog_one2one
MIR9-3	ENSG00000284329	Mir9-3	ENSMUSG00000093238	ortholog_one2one
PIGU	ENSG00000101464	Pigu	ENSMUSG00000038383	ortholog_one2one
RNU6-953P	ENSG00000238941	Gm26454	ENSMUSG00001118661	ortholog_one2one
MIR147B	ENSG00000284386	Mir147	ENSMUSG00000076309	ortholog_one2one
PAN3	ENSG00000152520	Pan3	ENSMUSG00000029647	ortholog_one2one
LDOC1	ENSG00000182195	Ldoc1	ENSMUSG00000057615	ortholog_one2one
CITED1	ENSG00000125931	Cited1	ENSMUSG00000051159	ortholog_one2one
CFAP161	ENSG00000156206	Cfap161	ENSMUSG00000011154	ortholog_one2one
RNU6-796P	ENSG00000212388	Gm25867	ENSMUSG00000088879	ortholog_one2one
ZMYM2	ENSG00000121741	Zmym2	ENSMUSG00000021945	ortholog_one2one
MAGT1	ENSG00000102158	Magt1	ENSMUSG00000031232	ortholog_one2one
TGM7	ENSG00000159495	Tgm7	ENSMUSG00000079103	ortholog_one2one
NPEPL1	ENSG00000215440	Npepl1	ENSMUSG00000039263	ortholog_one2one
TBC1D22A	ENSG00000054611	Tbc1d22a	ENSMUSG00000051864	ortholog_one2one
SPTBN5	ENSG00000137877	Sptbn5	ENSMUSG00000074899	ortholog_one2one
PFKL	ENSG00000141959	Pfkl	ENSMUSG00000020277	ortholog_one2one
PFKFB1	ENSG00000158571	Pfkfb1	ENSMUSG00000025271	ortholog_one2one
MESP2	ENSG00000188095	Mesp2	ENSMUSG00000030543	ortholog_one2one
B4GALT6	ENSG00000118276	B4galt6	ENSMUSG00000056124	ortholog_one2one
CDS2	ENSG00000101290	Cds2	ENSMUSG00000058793	ortholog_one2one
RNU6-1111P	ENSG00000212420	Gm22911	ENSMUSG00000119503	ortholog_one2one
MAGEL2	ENSG00000254585	Magel2	ENSMUSG00000056972	ortholog_one2one
NDN	ENSG00000182636	Ndn	ENSMUSG00000033585	ortholog_one2one
SKOR2	ENSG00000215474	Skor2	ENSMUSG00000091519	ortholog_one2one
KBTBD13	ENSG00000234438	Kbtbd13	ENSMUSG00000054978	ortholog_one2one
MIR628	ENSG00000283891	Gm56102	ENSMUSG00002075273	ortholog_one2one
RNU6-415P	ENSG00000252061	Gm22935	ENSMUSG00000077148	ortholog_one2one
SCARNA15	ENSG00000277864	Gm54927	ENSMUSG00002076102	ortholog_one2one
RNU6-231P	ENSG00000252931	Gm23676	ENSMUSG00000087939	ortholog_one2one
ALPK2	ENSG00000198796	Alpk2	ENSMUSG00000032845	ortholog_one2one
AGBL1	ENSG00000273540	Agbl1	ENSMUSG00000025754	ortholog_one2one
DCT	ENSG00000080166	Dct	ENSMUSG00000022129	ortholog_one2one
MTCP1	ENSG00000214827	Mtcp1	ENSMUSG00000031200	ortholog_one2one
NSMCE3	ENSG00000185115	Nscme3l	ENSMUSG00000100937	ortholog_one2one
DIAPH3	ENSG00000139734	Diaph3	ENSMUSG00000022021	ortholog_one2one
RALBP1	ENSG00000017797	Ralbp1	ENSMUSG00000024096	ortholog_one2one
PLXNB3	ENSG00000198753	Plxnb3	ENSMUSG00000031385	ortholog_one2one
BNC1	ENSG00000169594	Bnc1	ENSMUSG00000025105	ortholog_one2one
ANKRD63	ENSG00000230778	Ankrd63	ENSMUSG00000078137	ortholog_one2one
SLC28A3	ENSG00000197506	Slc28a3	ENSMUSG00000021553	ortholog_one2one
C22orf23	ENSG00000128346	1700088E04Rik	ENSMUSG00000033029	ortholog_one2one
SCARNA14	ENSG00000252712	Gm24289	ENSMUSG00000088254	ortholog_one2one
SNORD18C	ENSG00000199574	Gm22455	ENSMUSG00000064514	ortholog_one2one
SNORD16	ENSG00000199673	Snord16a	ENSMUSG00000119388	ortholog_one2one
SNORD18A	ENSG00000200623	Gm23344	ENSMUSG00000065752	ortholog_one2one
SERPINB5	ENSG00000206075	Serpinb5	ENSMUSG00000067006	ortholog_one2one
ATP11C	ENSG00000101974	Atp11c	ENSMUSG00000062949	ortholog_one2one
HSPH1	ENSG00000120694	Hsph1	ENSMUSG00000029657	ortholog_one2one
CCBE1	ENSG00000183287	Ccbe1	ENSMUSG00000046318	ortholog_one2one
TLNRD1	ENSG00000140406	Tlnrd1	ENSMUSG00000070462	ortholog_one2one
INAFM2	ENSG00000259330	Inafm2	ENSMUSG00000074918	ortholog_one2one
CHST14	ENSG00000169105	Chst14	ENSMUSG00000074916	ortholog_one2one
GAS1	ENSG00000180447	Gas1	ENSMUSG00000052957	ortholog_one2one
CHADL	ENSG00000100399	Chadl	ENSMUSG00000063765	ortholog_one2one
PHETA2	ENSG00000177096	Pheta2	ENSMUSG00000049687	ortholog_one2one
RNU6-246P	ENSG00000207433	Gm25525	ENSMUSG00000119207	ortholog_one2one
RNU6-264P	ENSG00000252943	Gm26226	ENSMUSG00000064443	ortholog_one2one
RN7SKP242	ENSG00000251776	Gm54361	ENSMUSG00002075198	ortholog_one2one
CCDC117	ENSG00000159873	Ccdc117	ENSMUSG00000020482	ortholog_one2one
RNU6-996P	ENSG00000202308	Gm26101	ENSMUSG00000087871	ortholog_one2one
RNU6-329P	ENSG00000238882	Gm23538	ENSMUSG00000088160	ortholog_one2one
RNU4-82P	ENSG00000199313	Gm22985	ENSMUSG00000084703	ortholog_one2one
MIR455	ENSG00000207726	Mir455	ENSMUSG00000070102	ortholog_one2one
MIR181B2	ENSG00000207737	Mir181b-2	ENSMUSG00000065578	ortholog_one2one
PRRG3	ENSG00000130032	Prrg3	ENSMUSG00000033361	ortholog_one2one
MIR219A2	ENSG00000284185	Mir219a-2	ENSMUSG00000065485	ortholog_one2one
MIR190A	ENSG00000211137	Mir190a	ENSMUSG00000076379	ortholog_one2one
RNU6-984P	ENSG00000200106	Gm24457	ENSMUSG00000065130	ortholog_one2one
PLA2G4E	ENSG00000188089	Pla2g4e	ENSMUSG00000050211	ortholog_one2one
SNORA84	ENSG00000239183	Gm25394	ENSMUSG00000087963	ortholog_one2one
MIR7-1	ENSG00000284179	Mir7-1	ENSMUSG00000065434	ortholog_one2one
GUCD1	ENSG00000138867	Gucd1	ENSMUSG00000033416	ortholog_one2one
FAM221B	ENSG00000204930	Fam221b	ENSMUSG00000043633	ortholog_one2one
HRCT1	ENSG00000196196	Hrct1	ENSMUSG00000071001	ortholog_one2one
MIR491	ENSG00000207609	Mir491	ENSMUSG00000070077	ortholog_one2one
PQBP1	ENSG00000102103	Pqbp1	ENSMUSG00000031157	ortholog_one2one
PPP3R2	ENSG00000188386	Ppp3r2	ENSMUSG00000028310	ortholog_one2one
SUSD2	ENSG00000099994	Susd2	ENSMUSG00000006342	ortholog_one2one
TMEM203	ENSG00000187713	Tmem203	ENSMUSG00000078201	ortholog_one2one
CIMIP2A	ENSG00000188163	Cimip2a	ENSMUSG00000026969	ortholog_one2one
NRARP	ENSG00000198435	Nrarp	ENSMUSG00000078202	ortholog_one2one
ACTL7B	ENSG00000148156	Actl7b	ENSMUSG00000070980	ortholog_one2one
ACTL7A	ENSG00000187003	Actl7a	ENSMUSG00000070979	ortholog_one2one
MIR32	ENSG00000207698	Mir32	ENSMUSG00000065544	ortholog_one2one
QRFP	ENSG00000188710	Qrfp	ENSMUSG00000043102	ortholog_one2one
PRDM12	ENSG00000130711	Prdm12	ENSMUSG00000079466	ortholog_one2one
IER5L	ENSG00000188483	Ier5l	ENSMUSG00000089762	ortholog_one2one
AP1B1	ENSG00000100280	Ap1b1	ENSMUSG00000009090	ortholog_one2one
SNORD90	ENSG00000212447	Snord90	ENSMUSG00000077756	ortholog_one2one
MIR126	ENSG00000199161	Mir126a	ENSMUSG00000065540	ortholog_one2one
CLDN10	ENSG00000134873	Cldn10	ENSMUSG00000022132	ortholog_one2one
NFATC1	ENSG00000131196	Nfatc1	ENSMUSG00000033016	ortholog_one2one
MTIF3	ENSG00000122033	Mtif3	ENSMUSG00000016510	ortholog_one2one
RN7SKP171	ENSG00000201287	Gm56250	ENSMUSG00002076592	ortholog_one2one
OR4F6	ENSG00000184140	Or4f6	ENSMUSG00000108827	ortholog_one2one
OR4F15	ENSG00000182854	Or4f15	ENSMUSG00000109528	ortholog_one2one
SNORD62A	ENSG00000235284	Gm22192	ENSMUSG00000119688	ortholog_one2one
RNU6-844P	ENSG00000252984	Gm23423	ENSMUSG00000075958	ortholog_one2one
MIR23B	ENSG00000207563	Mir23b	ENSMUSG00000065599	ortholog_one2one
MIR27B	ENSG00000207864	Mir27b	ENSMUSG00000065475	ortholog_one2one
